FIPS,county,state,total.population.est,age.o65y.per,males.100.females.ratio,edu.o25y.high.school.grad.per,edu.o25y.bacherlor.or.higher.per,housing.units.vacant.per,race.white.per,race.black.per,race.native.american.per,race.asian.per,race.pacific.per,race.other.per,race.latino.per,rel.population.total.members.per,work.laborforce.civilian.is.unemployed.per,work.occupation.management.business.science.arts.per,work.occupation.service.per,work.occupation.sales.office.per,work.occupation.natural.ressources.construction.maintenance.per,work.occupation.production.transportation.per,work.class.of.worker.private.per,work.class.of.worker.gov.per,work.class.of.worker.self.employed.per,income.median.est,income.with.social.security.per,insurance.with.insurance.per,poverty.all.people.per,household.average.family.size.est,disability.is.per,residence.1y.ago.same.county.per,place.of.birth.foreign.per,foreign.born.place.latin.america.per,language.spoken.at.home.english.only.per,geo.density.population.ratio,geo.density.housing.ratio,health.general.practicioner.per.1000.ratio,votes.republicans.per,party.governor,voting.behavior
36087,Rockland County,New York,320688,0.144,96.2,0.23,0.403,0.05,0.64,0.11,0.00,0.06,0.00,0.03,0.17,0.267,0.079,0.44,0.185,0.235,0.07,0.07,0.782,0.159,0.057,84855,0.316,0.913,0.146,3.71,0.09,0.97,0.212,0.53,0.623,1847.81,601.80,0.24,0.46,Dem,Dem
36089,St. Lawrence County,New York,112011,0.15,103.6,0.361,0.223,0.21,0.92,0.02,0.01,0.01,0.00,0.03,0.02,0.316,0.1,0.332,0.227,0.226,0.106,0.108,0.688,0.243,0.068,44705,0.351,0.904,0.194,2.97,0.155,0.933,0.044,0.158,0.919,41.79,19.48,0.34,0.52,Dem,Dem
36091,Saratoga County,New York,223774,0.152,97.3,0.259,0.39,0.11,0.92,0.01,0.00,0.02,0.00,0.03,0.03,0.307,0.06,0.441,0.154,0.241,0.079,0.086,0.762,0.181,0.056,71496,0.303,0.951,0.066,3,0.111,0.939,0.049,0.172,0.932,276.27,124.64,0.50,0.49,Dem,Dem
36093,Schenectady County,New York,154796,0.153,94.5,0.3,0.305,0.17,0.75,0.09,0.00,0.04,0.00,0.08,0.06,0.296,0.074,0.382,0.194,0.254,0.07,0.1,0.757,0.196,0.047,58114,0.318,0.931,0.126,3.49,0.131,0.955,0.097,0.446,0.897,756.87,333.32,0.54,0.44,Dem,Dem
36095,Schoharie County,New York,31913,0.178,99.9,0.385,0.196,0.28,0.94,0.01,0.00,0.01,0.00,0.02,0.03,0.285,0.105,0.335,0.181,0.229,0.125,0.131,0.673,0.238,0.084,51195,0.414,0.93,0.129,2.99,0.158,0.943,0.027,0.16,0.956,51.32,27.66,0.40,0.64,Dem,Dem
36097,Schuyler County,New York,18410,0.187,101.2,0.389,0.195,0.19,0.95,0.01,0.00,0.00,0.00,0.03,0.02,0.233,0.064,0.328,0.206,0.202,0.121,0.143,0.747,0.153,0.099,47680,0.417,0.901,0.145,2.85,0.149,0.952,0.016,0.425,0.971,56.07,28.97,0.60,0.61,Dem,Dem
36099,Seneca County,New York,35144,0.167,111.5,0.346,0.202,0.16,0.90,0.04,0.00,0.01,0.00,0.04,0.03,0.174,0.055,0.316,0.183,0.235,0.11,0.156,0.745,0.184,0.069,49292,0.378,0.897,0.127,2.93,0.158,0.915,0.021,0.228,0.941,108.57,49.92,0.31,0.53,Dem,Dem
36101,Steuben County,New York,98665,0.172,98.2,0.376,0.213,0.16,0.94,0.02,0.00,0.02,0.00,0.03,0.02,0.340,0.082,0.335,0.185,0.209,0.115,0.156,0.764,0.167,0.067,47280,0.368,0.907,0.163,2.91,0.157,0.959,0.024,0.125,0.95,70.95,35.13,0.32,0.65,Dem,Dem
36103,Suffolk County,New York,1501373,0.148,97,0.293,0.34,0.13,0.70,0.07,0.00,0.04,0.00,0.03,0.18,0.340,0.064,0.378,0.175,0.257,0.094,0.095,0.771,0.181,0.047,88663,0.33,0.916,0.07,3.46,0.093,0.978,0.151,0.581,0.78,1646.15,625.18,0.34,0.52,Dem,Dem
36105,Sullivan County,New York,76330,0.162,104.4,0.34,0.222,0.43,0.73,0.08,0.00,0.02,0.00,0.05,0.15,0.157,0.115,0.303,0.231,0.226,0.127,0.113,0.722,0.21,0.066,50710,0.366,0.894,0.175,3.2,0.155,0.944,0.099,0.459,0.848,78.84,51.18,0.15,0.55,Dem,Dem
36107,Tioga County,New York,50199,0.173,97.6,0.359,0.244,0.10,0.96,0.01,0.00,0.01,0.00,0.03,0.02,0.405,0.069,0.355,0.177,0.225,0.094,0.148,0.801,0.149,0.049,57514,0.348,0.928,0.096,2.99,0.134,0.961,0.026,0.076,0.965,96.80,42.77,0.31,0.61,Dem,Dem
36109,Tompkins County,New York,103855,0.118,97,0.198,0.508,0.08,0.78,0.04,0.00,0.10,0.00,0.06,0.05,0.207,0.059,0.518,0.177,0.18,0.061,0.065,0.784,0.136,0.078,52624,0.258,0.944,0.205,2.91,0.095,0.867,0.127,0.086,0.862,218.80,88.45,0.62,0.26,Dem,Dem
36111,Ulster County,New York,181300,0.167,98.9,0.302,0.301,0.17,0.80,0.05,0.00,0.02,0.00,0.05,0.10,0.245,0.093,0.389,0.18,0.237,0.094,0.1,0.738,0.183,0.075,58918,0.355,0.906,0.128,3.05,0.138,0.949,0.075,0.388,0.884,161.26,74.48,0.74,0.43,Dem,Dem
36113,Warren County,New York,65180,0.191,96.3,0.333,0.282,0.31,0.95,0.01,0.00,0.01,0.00,0.02,0.02,0.254,0.066,0.355,0.195,0.244,0.083,0.122,0.76,0.165,0.073,56798,0.369,0.918,0.12,2.97,0.141,0.952,0.034,0.148,0.951,75.18,44.90,0.58,0.52,Dem,Dem
36115,Washington County,New York,62700,0.167,107.4,0.416,0.194,0.16,0.93,0.03,0.00,0.00,0.00,0.02,0.03,0.228,0.095,0.274,0.197,0.222,0.129,0.179,0.74,0.169,0.089,51143,0.39,0.911,0.135,2.9,0.143,0.918,0.024,0.332,0.967,75.43,34.88,0.21,0.57,Dem,Dem
36117,Wayne County,New York,92416,0.16,97.9,0.37,0.206,0.12,0.90,0.03,0.00,0.01,0.00,0.03,0.04,0.305,0.075,0.33,0.168,0.217,0.115,0.17,0.787,0.162,0.049,50798,0.354,0.917,0.127,3,0.14,0.956,0.028,0.323,0.957,153.05,68.54,0.15,0.60,Dem,Dem
36119,Westchester County,New York,967315,0.153,93.3,0.203,0.468,0.08,0.55,0.13,0.00,0.06,0.00,0.04,0.23,0.259,0.076,0.464,0.188,0.221,0.065,0.062,0.794,0.139,0.066,83958,0.297,0.904,0.096,3.34,0.09,0.957,0.253,0.567,0.669,2246.96,859.54,0.34,0.32,Dem,Dem
36121,Wyoming County,New York,41446,0.15,118.1,0.408,0.151,0.12,0.90,0.05,0.00,0.00,0.00,0.02,0.03,0.270,0.074,0.275,0.177,0.233,0.149,0.166,0.735,0.201,0.062,52564,0.343,0.927,0.118,2.88,0.131,0.913,0.017,0.475,0.957,69.92,30.43,0.26,0.73,Dem,Dem
36123,Yates County,New York,25187,0.179,95,0.345,0.237,0.29,0.96,0.01,0.00,0.01,0.00,0.02,0.02,0.256,0.069,0.313,0.205,0.218,0.127,0.137,0.72,0.139,0.132,49510,0.388,0.798,0.144,2.96,0.132,0.923,0.018,0.255,0.867,74.49,40.50,0.59,0.58,Dem,Dem
37001,Alamance County,North Carolina,155258,0.156,91.1,0.285,0.216,0.09,0.66,0.18,0.00,0.01,0.00,0.04,0.12,0.445,0.079,0.317,0.18,0.242,0.1,0.161,0.812,0.127,0.058,41814,0.33,0.846,0.192,3.01,0.147,0.939,0.078,0.735,0.876,366.23,159.94,0.32,0.55,Rep,Swing
37003,Alexander County,North Carolina,37158,0.177,105.1,0.394,0.132,0.16,0.88,0.06,0.00,0.01,0.00,0.03,0.04,0.518,0.09,0.255,0.132,0.215,0.108,0.289,0.83,0.121,0.048,39365,0.414,0.881,0.172,3.27,0.169,0.952,0.025,0.58,0.957,142.92,62.22,0.24,0.77,Rep,Swing
37005,Alleghany County,North Carolina,10911,0.227,98.6,0.337,0.173,0.41,0.87,0.02,0.00,0.00,0.00,0.02,0.09,0.348,0.105,0.298,0.195,0.209,0.141,0.157,0.688,0.184,0.123,36968,0.437,0.821,0.184,2.62,0.197,0.968,0.06,0.916,0.922,46.42,34.58,1.34,0.73,Rep,Swing
37007,Anson County,North Carolina,26135,0.156,110.1,0.416,0.098,0.17,0.45,0.49,0.00,0.01,0.00,0.02,0.03,0.719,0.176,0.215,0.19,0.184,0.114,0.297,0.757,0.197,0.043,33228,0.36,0.825,0.242,3.2,0.198,0.948,0.032,0.755,0.95,49.18,21.69,0.41,0.43,Rep,Swing
37009,Ashe County,North Carolina,27114,0.223,97.6,0.315,0.187,0.32,0.93,0.01,0.00,0.00,0.00,0.02,0.05,0.659,0.085,0.263,0.198,0.209,0.156,0.174,0.725,0.149,0.124,36267,0.443,0.829,0.207,2.64,0.161,0.967,0.041,0.783,0.95,63.63,40.93,0.59,0.71,Rep,Swing
37011,Avery County,North Carolina,17695,0.196,120.6,0.305,0.19,0.51,0.87,0.04,0.00,0.00,0.00,0.06,0.05,0.351,0.069,0.265,0.242,0.24,0.135,0.119,0.753,0.149,0.095,37777,0.398,0.813,0.154,2.71,0.204,0.895,0.04,0.716,0.939,71.61,56.61,0.45,0.77,Rep,Swing
37013,Beaufort County,North Carolina,47561,0.209,90.9,0.332,0.173,0.27,0.66,0.26,0.00,0.00,0.00,0.02,0.07,0.677,0.115,0.293,0.181,0.23,0.149,0.147,0.767,0.16,0.072,40391,0.442,0.862,0.184,3.24,0.188,0.971,0.037,0.79,0.935,57.50,30.49,0.38,0.61,Rep,Swing
37015,Bertie County,North Carolina,20518,0.192,103.4,0.403,0.1,0.24,0.35,0.62,0.01,0.00,0.00,0.01,0.02,0.796,0.135,0.239,0.144,0.202,0.147,0.268,0.77,0.179,0.048,30027,0.448,0.85,0.223,3.36,0.211,0.947,0.016,0.838,0.966,29.34,13.97,0.28,0.37,Rep,Swing
37017,Bladen County,North Carolina,34720,0.176,90.5,0.332,0.137,0.18,0.54,0.35,0.02,0.00,0.00,0.02,0.08,0.702,0.121,0.249,0.185,0.178,0.164,0.224,0.72,0.234,0.046,30096,0.391,0.846,0.274,2.98,0.211,0.954,0.047,0.885,0.934,39.71,20.17,0.28,0.54,Rep,Swing
37019,Brunswick County,North Carolina,115926,0.257,94.6,0.273,0.261,0.39,0.81,0.11,0.00,0.01,0.00,0.04,0.05,0.355,0.114,0.288,0.216,0.259,0.134,0.103,0.78,0.136,0.081,46859,0.472,0.85,0.163,2.77,0.166,0.918,0.046,0.529,0.936,136.87,94.94,0.39,0.63,Rep,Swing
37021,Buncombe County,North Carolina,247336,0.175,92.7,0.247,0.359,0.12,0.84,0.06,0.00,0.01,0.00,0.04,0.06,0.466,0.07,0.388,0.189,0.235,0.088,0.101,0.79,0.124,0.084,45167,0.336,0.851,0.159,3.01,0.139,0.926,0.057,0.482,0.923,376.65,175.77,1.15,0.41,Rep,Swing
37023,Burke County,North Carolina,89548,0.176,98.8,0.298,0.172,0.16,0.82,0.06,0.00,0.04,0.00,0.04,0.06,0.513,0.116,0.285,0.205,0.196,0.095,0.219,0.752,0.188,0.057,39360,0.423,0.854,0.199,3.1,0.201,0.946,0.048,0.56,0.917,176.59,80.28,0.42,0.68,Rep,Swing
37025,Cabarrus County,North Carolina,188375,0.122,95.3,0.28,0.272,0.10,0.70,0.16,0.00,0.03,0.00,0.03,0.10,0.445,0.092,0.374,0.163,0.241,0.097,0.124,0.815,0.137,0.047,54720,0.27,0.871,0.125,3.28,0.105,0.935,0.076,0.614,0.882,520.73,205.95,0.66,0.58,Rep,Swing
37027,Caldwell County,North Carolina,81758,0.171,96.6,0.316,0.137,0.16,0.88,0.05,0.00,0.01,0.00,0.02,0.05,0.525,0.122,0.239,0.175,0.238,0.112,0.236,0.803,0.136,0.059,35763,0.395,0.838,0.196,3.24,0.189,0.961,0.035,0.688,0.947,173.37,79.80,0.37,0.74,Rep,Swing
37029,Camden County,North Carolina,10161,0.15,101.3,0.232,0.223,0.08,0.80,0.14,0.01,0.02,0.00,0.01,0.03,0.609,0.093,0.382,0.168,0.235,0.108,0.107,0.574,0.372,0.054,58780,0.338,0.908,0.079,3.09,0.123,0.928,0.032,0.13,0.953,42.24,17.16,0.00,0.71,Rep,Swing
37031,Carteret County,North Carolina,68228,0.212,96.4,0.277,0.254,0.39,0.86,0.06,0.00,0.01,0.00,0.04,0.04,0.423,0.102,0.355,0.203,0.216,0.128,0.098,0.668,0.222,0.108,48457,0.393,0.848,0.15,2.79,0.192,0.934,0.037,0.453,0.947,134.77,96.19,0.63,0.71,Rep,Swing
37033,Caswell County,North Carolina,23174,0.187,102.2,0.353,0.116,0.18,0.61,0.33,0.00,0.00,0.00,0.04,0.03,0.525,0.109,0.259,0.21,0.224,0.118,0.189,0.777,0.161,0.058,37869,0.46,0.861,0.209,3.04,0.211,0.928,0.024,0.794,0.964,54.54,24.90,0.25,0.55,Rep,Swing
37035,Catawba County,North Carolina,154610,0.158,96.1,0.303,0.218,0.14,0.77,0.08,0.00,0.04,0.00,0.03,0.09,0.539,0.082,0.314,0.158,0.231,0.07,0.228,0.838,0.109,0.052,44376,0.345,0.862,0.155,3.13,0.14,0.947,0.072,0.585,0.885,387.77,170.09,0.54,0.68,Rep,Swing
37037,Chatham County,North Carolina,67431,0.226,95.8,0.233,0.368,0.09,0.71,0.12,0.00,0.01,0.00,0.04,0.13,0.406,0.09,0.394,0.166,0.198,0.115,0.126,0.73,0.178,0.091,56642,0.405,0.859,0.136,2.95,0.136,0.937,0.094,0.73,0.852,98.84,43.44,0.57,0.44,Rep,Swing
37039,Cherokee County,North Carolina,27092,0.259,96,0.332,0.186,0.40,0.92,0.02,0.02,0.00,0.00,0.04,0.03,0.349,0.084,0.264,0.168,0.276,0.135,0.158,0.757,0.132,0.11,34662,0.517,0.811,0.2,3.03,0.2,0.95,0.025,0.338,0.961,59.49,38.79,0.26,0.77,Rep,Swing
37041,Chowan County,North Carolina,14656,0.214,92.4,0.337,0.201,0.18,0.60,0.34,0.01,0.00,0.00,0.02,0.03,0.534,0.127,0.332,0.181,0.241,0.102,0.145,0.694,0.259,0.045,38759,0.426,0.853,0.266,2.93,0.145,0.951,0.033,0.558,0.969,84.98,42.13,0.61,0.56,Rep,Swing
37043,Clay County,North Carolina,10656,0.269,91.1,0.293,0.211,0.37,0.96,0.01,0.00,0.00,0.00,0.01,0.03,0.439,0.123,0.289,0.285,0.226,0.092,0.108,0.779,0.135,0.082,37076,0.474,0.812,0.211,2.79,0.164,0.935,0.031,0.38,0.975,49.62,33.50,0.38,0.75,Rep,Swing
37045,Cleveland County,North Carolina,97178,0.168,92.1,0.346,0.16,0.13,0.74,0.21,0.00,0.01,0.00,0.03,0.03,0.566,0.126,0.281,0.193,0.234,0.091,0.2,0.804,0.137,0.057,39453,0.386,0.854,0.201,3.16,0.168,0.964,0.027,0.482,0.96,209.32,93.25,0.31,0.64,Rep,Swing
37047,Columbus County,North Carolina,57230,0.173,97.1,0.317,0.12,0.15,0.60,0.30,0.03,0.00,0.00,0.03,0.05,0.631,0.09,0.259,0.229,0.224,0.121,0.167,0.75,0.186,0.062,34949,0.399,0.823,0.235,3.16,0.196,0.94,0.029,0.817,0.947,61.06,27.65,0.22,0.60,Rep,Swing
37049,Craven County,North Carolina,104450,0.166,102.1,0.279,0.223,0.12,0.67,0.21,0.00,0.02,0.00,0.05,0.07,0.478,0.114,0.326,0.21,0.222,0.126,0.117,0.721,0.221,0.055,47985,0.355,0.851,0.156,3.03,0.172,0.881,0.051,0.433,0.916,147.33,64.52,0.33,0.60,Rep,Swing
37051,Cumberland County,North Carolina,324603,0.104,95.2,0.26,0.234,0.14,0.46,0.35,0.01,0.02,0.00,0.09,0.11,0.424,0.126,0.339,0.205,0.256,0.083,0.117,0.693,0.263,0.043,44171,0.245,0.871,0.175,3.2,0.151,0.9,0.058,0.426,0.886,497.62,217.87,0.59,0.41,Rep,Swing
37053,Currituck County,North Carolina,24492,0.142,99.3,0.293,0.205,0.37,0.88,0.06,0.01,0.00,0.00,0.03,0.03,0.263,0.066,0.257,0.191,0.266,0.179,0.107,0.764,0.185,0.05,60600,0.326,0.836,0.103,2.98,0.127,0.953,0.027,0.226,0.966,93.53,56.71,0.13,0.73,Rep,Swing
37055,Dare County,North Carolina,34863,0.176,96.8,0.244,0.294,0.56,0.88,0.02,0.00,0.00,0.00,0.05,0.07,0.399,0.064,0.302,0.203,0.278,0.14,0.077,0.746,0.143,0.109,54496,0.342,0.823,0.083,2.79,0.146,0.939,0.051,0.629,0.933,90.93,88.32,0.59,0.59,Rep,Swing
37057,Davidson County,North Carolina,163867,0.162,96.1,0.332,0.187,0.12,0.81,0.09,0.01,0.01,0.00,0.02,0.07,0.453,0.11,0.281,0.168,0.233,0.105,0.212,0.818,0.119,0.062,43363,0.346,0.866,0.159,3,0.165,0.954,0.049,0.677,0.921,296.50,131.90,0.23,0.73,Rep,Swing
37059,Davie County,North Carolina,41447,0.182,95,0.317,0.244,0.13,0.85,0.07,0.00,0.00,0.00,0.03,0.06,0.516,0.072,0.343,0.15,0.246,0.093,0.169,0.81,0.123,0.065,51527,0.379,0.872,0.127,3.07,0.135,0.952,0.044,0.709,0.923,156.93,68.93,0.39,0.73,Rep,Swing
37061,Duplin County,North Carolina,59453,0.153,97,0.301,0.107,0.14,0.52,0.25,0.00,0.00,0.00,0.02,0.21,0.508,0.113,0.251,0.178,0.171,0.172,0.228,0.765,0.15,0.081,35035,0.372,0.781,0.267,3.21,0.172,0.937,0.122,0.951,0.809,72.84,31.34,0.15,0.59,Rep,Swing
37063,Durham County,North Carolina,288817,0.107,92.2,0.174,0.458,0.08,0.42,0.37,0.00,0.05,0.00,0.05,0.13,0.433,0.068,0.495,0.172,0.185,0.072,0.077,0.782,0.168,0.049,52503,0.217,0.849,0.18,3.03,0.099,0.897,0.138,0.547,0.806,1009.92,439.49,0.61,0.19,Rep,Swing
37065,Edgecombe County,North Carolina,55280,0.163,86.8,0.357,0.106,0.15,0.37,0.56,0.00,0.00,0.00,0.04,0.04,0.549,0.154,0.233,0.226,0.207,0.109,0.225,0.802,0.148,0.047,32659,0.388,0.829,0.263,3.14,0.179,0.937,0.023,0.833,0.96,109.39,48.89,0.21,0.33,Rep,Swing
37067,Forsyth County,North Carolina,361684,0.14,90.3,0.256,0.329,0.10,0.58,0.26,0.00,0.02,0.00,0.03,0.12,0.527,0.095,0.394,0.182,0.226,0.073,0.126,0.835,0.114,0.051,45471,0.294,0.858,0.196,3.11,0.108,0.94,0.09,0.672,0.856,886.15,391.40,0.60,0.43,Rep,Swing
37069,Franklin County,North Carolina,62296,0.147,98.5,0.313,0.193,0.12,0.63,0.25,0.00,0.00,0.00,0.04,0.08,0.389,0.099,0.317,0.165,0.247,0.135,0.135,0.77,0.165,0.064,42685,0.333,0.842,0.158,3.09,0.148,0.932,0.049,0.735,0.922,126.70,54.48,0.12,0.55,Rep,Swing
37071,Gaston County,North Carolina,209807,0.145,93.9,0.301,0.19,0.12,0.74,0.15,0.00,0.01,0.00,0.04,0.06,0.517,0.112,0.289,0.18,0.246,0.096,0.189,0.838,0.112,0.049,42429,0.335,0.844,0.174,3.21,0.161,0.954,0.054,0.647,0.921,589.30,251.95,0.34,0.65,Rep,Swing
37073,Gates County,North Carolina,11724,0.169,97.6,0.375,0.132,0.16,0.63,0.34,0.00,0.00,0.00,0.03,0.02,0.587,0.122,0.265,0.169,0.227,0.124,0.216,0.746,0.219,0.035,49258,0.369,0.893,0.142,3.14,0.18,0.964,0.013,0.625,0.979,34.44,15.35,0.00,0.54,Rep,Swing
37075,Graham County,North Carolina,8700,0.211,95.6,0.349,0.144,0.45,0.88,0.01,0.08,0.00,0.00,0.05,0.01,0.325,0.111,0.247,0.226,0.212,0.155,0.161,0.697,0.228,0.059,34805,0.452,0.787,0.219,3.21,0.169,0.955,0.01,0.681,0.981,29.79,20.30,0.45,0.80,Rep,Swing
37077,Granville County,North Carolina,58109,0.146,103.8,0.311,0.177,0.13,0.59,0.31,0.01,0.00,0.00,0.04,0.07,0.588,0.083,0.332,0.164,0.22,0.106,0.179,0.757,0.205,0.034,50225,0.334,0.876,0.163,3.25,0.181,0.924,0.043,0.754,0.922,109.32,43.52,0.47,0.50,Rep,Swing
37079,Greene County,North Carolina,21328,0.138,117,0.315,0.1,0.11,0.47,0.36,0.01,0.00,0.00,0.03,0.15,0.426,0.119,0.247,0.192,0.204,0.177,0.18,0.762,0.184,0.053,35777,0.373,0.833,0.257,3.35,0.215,0.887,0.077,0.908,0.84,80.20,30.65,0.14,0.54,Rep,Swing
37081,Guilford County,North Carolina,506763,0.134,90.5,0.246,0.341,0.10,0.52,0.33,0.00,0.04,0.00,0.04,0.08,0.521,0.088,0.371,0.168,0.26,0.067,0.134,0.824,0.122,0.053,45651,0.277,0.856,0.176,3.08,0.107,0.942,0.099,0.392,0.873,784.83,343.90,0.46,0.39,Rep,Swing
37083,Halifax County,North Carolina,53407,0.178,92.2,0.358,0.127,0.17,0.39,0.52,0.03,0.01,0.00,0.04,0.03,0.539,0.141,0.256,0.216,0.221,0.091,0.215,0.767,0.176,0.056,32245,0.431,0.863,0.263,3.03,0.215,0.958,0.019,0.619,0.969,73.76,35.52,0.26,0.36,Rep,Swing
37085,Harnett County,North Carolina,124320,0.108,97.2,0.308,0.195,0.12,0.63,0.20,0.01,0.01,0.00,0.06,0.12,0.400,0.113,0.328,0.176,0.237,0.124,0.135,0.722,0.215,0.061,46353,0.265,0.854,0.183,3.36,0.134,0.892,0.059,0.697,0.895,208.94,81.81,0.17,0.61,Rep,Swing
37087,Haywood County,North Carolina,59170,0.231,93.8,0.286,0.24,0.26,0.93,0.01,0.00,0.01,0.00,0.03,0.04,0.532,0.073,0.323,0.201,0.216,0.128,0.133,0.756,0.162,0.078,42257,0.441,0.851,0.172,2.74,0.162,0.934,0.025,0.508,0.969,106.86,63.37,0.58,0.62,Rep,Swing
37089,Henderson County,North Carolina,109719,0.24,93.9,0.264,0.285,0.17,0.84,0.03,0.00,0.01,0.00,0.04,0.10,0.392,0.06,0.329,0.168,0.24,0.12,0.144,0.798,0.118,0.082,46448,0.436,0.852,0.138,2.91,0.162,0.93,0.074,0.689,0.9,294.10,147.96,0.70,0.63,Rep,Swing
37091,Hertford County,North Carolina,24368,0.171,97.5,0.329,0.14,0.18,0.34,0.58,0.01,0.01,0.00,0.06,0.03,0.541,0.137,0.285,0.226,0.227,0.07,0.193,0.733,0.213,0.054,33008,0.412,0.868,0.256,3.13,0.21,0.906,0.035,0.642,0.946,69.02,29.92,0.41,0.31,Rep,Swing
37093,Hoke County,North Carolina,51075,0.08,97.4,0.275,0.192,0.13,0.41,0.33,0.08,0.01,0.00,0.09,0.12,0.410,0.131,0.298,0.207,0.22,0.116,0.158,0.711,0.241,0.047,41542,0.228,0.858,0.222,3.47,0.146,0.857,0.057,0.679,0.884,130.71,49.98,0.21,0.43,Rep,Swing
37095,Hyde County,North Carolina,5693,0.166,119.3,0.352,0.103,0.40,0.59,0.35,0.00,0.00,0.00,0.00,0.05,0.259,0.127,0.315,0.219,0.206,0.135,0.125,0.55,0.27,0.181,42897,0.343,0.825,0.177,2.98,0.166,0.893,0.03,0.873,0.937,9.29,5.56,0.17,0.56,Rep,Swing
37097,Iredell County,North Carolina,165066,0.141,97,0.281,0.259,0.13,0.77,0.12,0.00,0.02,0.00,0.03,0.07,0.452,0.098,0.336,0.159,0.233,0.099,0.173,0.844,0.104,0.05,52306,0.301,0.872,0.14,3.18,0.127,0.946,0.061,0.577,0.906,287.66,121.82,0.36,0.67,Rep,Swing
37099,Jackson County,North Carolina,40812,0.169,96.6,0.276,0.296,0.39,0.81,0.02,0.08,0.01,0.00,0.04,0.05,0.328,0.062,0.316,0.297,0.212,0.114,0.062,0.674,0.246,0.079,38015,0.342,0.844,0.22,2.86,0.136,0.888,0.039,0.579,0.937,83.16,53.64,0.74,0.54,Rep,Swing
37101,Johnston County,North Carolina,178396,0.118,96.6,0.304,0.203,0.11,0.69,0.15,0.00,0.01,0.00,0.04,0.13,0.349,0.089,0.345,0.158,0.25,0.122,0.125,0.775,0.174,0.05,50512,0.287,0.85,0.154,3.32,0.134,0.947,0.075,0.852,0.88,225.45,87.74,0.28,0.64,Rep,Swing
37103,Jones County,North Carolina,10166,0.207,95.5,0.312,0.132,0.15,0.62,0.32,0.00,0.00,0.00,0.04,0.04,0.650,0.116,0.308,0.189,0.198,0.157,0.148,0.71,0.197,0.085,34005,0.426,0.829,0.215,2.96,0.249,0.933,0.031,0.872,0.954,21.60,10.33,0.20,0.58,Rep,Swing
37105,Lee County,North Carolina,59418,0.146,95.9,0.264,0.204,0.12,0.58,0.19,0.01,0.01,0.00,0.03,0.19,0.538,0.103,0.28,0.189,0.231,0.108,0.191,0.81,0.151,0.037,45608,0.312,0.815,0.181,3.35,0.145,0.93,0.115,0.872,0.816,233.05,94.95,0.36,0.55,Rep,Swing
37107,Lenoir County,North Carolina,58782,0.175,90.8,0.318,0.128,0.14,0.51,0.39,0.00,0.01,0.00,0.04,0.07,0.616,0.131,0.266,0.217,0.202,0.121,0.194,0.729,0.202,0.067,34717,0.411,0.83,0.232,3.06,0.229,0.96,0.044,0.802,0.925,146.74,68.11,0.18,0.52,Rep,Swing
37109,Lincoln County,North Carolina,79578,0.151,98.2,0.304,0.202,0.11,0.85,0.05,0.00,0.00,0.00,0.04,0.07,0.474,0.102,0.296,0.141,0.248,0.116,0.199,0.83,0.111,0.058,49215,0.341,0.86,0.155,3.05,0.15,0.937,0.046,0.759,0.928,267.09,113.66,0.26,0.73,Rep,Swing
37111,McDowell County,North Carolina,44961,0.178,101.9,0.369,0.135,0.17,0.88,0.04,0.00,0.01,0.00,0.02,0.06,0.268,0.111,0.252,0.199,0.222,0.08,0.248,0.78,0.169,0.051,35965,0.422,0.864,0.202,3.05,0.217,0.962,0.039,0.742,0.94,102.04,47.42,0.33,0.74,Rep,Swing
37113,Macon County,North Carolina,33919,0.261,94.2,0.298,0.225,0.39,0.90,0.01,0.00,0.01,0.00,0.03,0.07,0.469,0.073,0.296,0.245,0.242,0.118,0.099,0.744,0.142,0.106,39133,0.477,0.809,0.191,2.63,0.171,0.948,0.053,0.593,0.927,65.79,49.08,0.44,0.69,Rep,Swing
37115,Madison County,North Carolina,21027,0.197,99,0.31,0.217,0.21,0.94,0.02,0.00,0.00,0.00,0.02,0.02,0.252,0.073,0.313,0.203,0.206,0.143,0.134,0.754,0.148,0.098,37904,0.418,0.877,0.181,2.83,0.155,0.923,0.027,0.526,0.97,46.77,23.74,0.34,0.61,Rep,Swing
37117,Martin County,North Carolina,23729,0.199,89.2,0.376,0.136,0.20,0.52,0.44,0.00,0.00,0.00,0.01,0.04,0.727,0.147,0.298,0.172,0.219,0.115,0.196,0.784,0.158,0.057,35080,0.459,0.831,0.213,3.21,0.188,0.966,0.016,0.826,0.967,51.45,25.14,0.16,0.50,Rep,Swing
37119,Mecklenburg County,North Carolina,990288,0.097,92.8,0.191,0.423,0.08,0.49,0.30,0.00,0.05,0.00,0.05,0.13,0.469,0.089,0.424,0.163,0.251,0.067,0.094,0.86,0.091,0.048,56854,0.204,0.849,0.152,3.23,0.089,0.923,0.143,0.496,0.812,1890.44,787.64,0.43,0.33,Rep,Swing
37121,Mitchell County,North Carolina,15330,0.224,96.1,0.335,0.169,0.27,0.93,0.01,0.00,0.00,0.00,0.01,0.05,0.501,0.086,0.289,0.19,0.21,0.148,0.163,0.734,0.194,0.071,37391,0.425,0.854,0.195,2.9,0.211,0.947,0.02,0.693,0.948,69.23,39.45,1.03,0.78,Rep,Swing
